Name (click to view profile),Date,Likes,isHearted,isPinned,Comment,(view source)
Ashley Kendi,01/02/10 16:09:50,0,no,no,"I literally cried, it got me so emotional 🥰 well done Austin",view comment
Emily Hernandez,01/02/01 16:10:43,0,no,no,You really did it Austin I’m proud of you💖,view comment
Nevaeh Halwes,01/02/04 16:09:55,3,no,no,Austin you should do the same then do Elle then Alaya and then steel,view comment
La Lo,01/02/06 16:11:00,0,no,no,Unsubscribe!,view comment
Tania F,01/02/06 16:09:46,0,no,no,Absolutely stunning! Love it.,view comment
Fiza Nauman,01/02/05 16:09:50,0,no,no,no hate but in the intro i dont get y elle says come make a video with us can some one explain it to me?,view comment
Margaret McCarthy,###############################################################################################################################################################################################################################################################,0,no,no,"Everyone's first reaction was a gasp !
Truly stunning ❤",view comment
Bry Gausi,###############################################################################################################################################################################################################################################################,1,no,no,love the jacket..love you guys,view comment
Amira Harun,###############################################################################################################################################################################################################################################################,0,no,no,That is beautiful... Gorgeous and everything that is beautiful😍😍😍..,view comment
PT,###############################################################################################################################################################################################################################################################,0,no,no,Catherine still fucking this nigga this whole page a joke😂😂😂😂😂😂😂,view comment
Grace Kline,###############################################################################################################################################################################################################################################################,0,no,no,U know people these people are not what they act like ok they are disgusting and are so rude peridot.,view comment
Jose Morales,###############################################################################################################################################################################################################################################################,1,no,no,What's up Ace family cool video today I can't believe you Catherine got the best gift ever I subscribe to your guy's Channel I follow you guys on Instagram God bless you guys bye ❤,view comment
Bry Gausi,###############################################################################################################################################################################################################################################################,0,no,no,"the gift was so amazing , i love love it",view comment
Selena Kuster,###############################################################################################################################################################################################################################################################,4,no,no,Austin did it again! He really knows how to surprise Catherine with a perfect gift. Beautiful work of art just beautiful ❤️,view comment
Brown Suga,###############################################################################################################################################################################################################################################################,0,no,no,BEST GIFT BY FAR😍😍😍😍😍 good job Austin!!!!!,view comment
sienna rollock,###############################################################################################################################################################################################################################################################,0,no,no,That is so cute I can't stop looking at it OMG,view comment
Lydia Ashford,###############################################################################################################################################################################################################################################################,0,no,no,Y’all are just not the same anymore🙁,view comment
The Harada Family,###############################################################################################################################################################################################################################################################,0,no,no,Beautiful 😍,view comment
Queen Savage,01/02/49 16:09:45,0,no,no,Ohhhhhhhhhhh my god that is so beautiful 😳😍🥺💗💜🙏omfg this is pure beautiful oh lord,view comment
rebot wade,24/12/20 22:56:26,0,no,no,My cousin loves you guys if you read this she will be so happy,view comment
k tab,24/12/20 22:56:43,144,no,no,"Good job to Austin and the incredible Artist.
Things like this are worth every penny you paid for it.",view comment
Delila Rodriguez,24/12/20 22:56:45,0,no,no,OMG I FINALLY EARLIE,view comment
zhana28,24/12/20 22:56:47,0,no,no,wow this is so beautiful im speechless the attention to detail is everything😍😍😍,view comment
Itss Laayy,24/12/20 22:56:48,0,no,no,I love y’all 🦋,view comment
skinny mily,24/12/20 22:56:51,0,no,no,So Beautiful,view comment
LadyEvil1969 Galindez,24/12/20 22:56:53,3,no,no,Now we need a pic of Austin in the other wall.,view comment
Aysha Isaacs,24/12/20 22:56:57,0,no,no,Merry Christmas its Christmas already in sa,view comment
Samantha Washington,24/12/20 22:56:57,0,no,no,The picture is beautiful and in the right spot.,view comment
Mary Jane Tanquilut,24/12/20 22:56:59,0,no,no,nailed it Austin...good job,view comment
TTVzorntheGamer1 1,24/12/20 22:57:00,0,no,no,I bought some of your merchandise I got the blue smiley face that drips.,view comment
Kaitlyn Marie,24/12/20 22:57:05,0,no,no,I dont get it...,view comment
Aleyna Topal,24/12/20 22:57:09,0,no,no,wauuuwww i lovee ittt🤍,view comment
M Squad,24/12/20 22:57:09,0,no,no,"that shit look so realistic 🔥‼️, my face was like 😲😲😮 when i seen it 😂💪🏽🔥",view comment
Sierra McMillan,24/12/20 22:57:13,0,no,no,"I love it! This is beautiful, Catherine your beautiful! Love you guy an",view comment
Kim Bekay,24/12/20 22:57:26,0,no,no,Omg. I almost cried. Lol. BEAUTIFUL/ART,view comment
Samantha Theisen,24/12/20 22:57:34,0,no,no,ATTENTION AUSTIN HAS GOTTEN ANOTHER WOMAN PREGNANT I HAVE PROOF LOOK UP @mr_tov on TikTok and check out his recent videos about his cousin,view comment
Chandra Shekar,24/12/20 22:57:38,0,no,no,Happy Christmas 🌲⛄🌲⛄🌲⛄🌲🌲⛄⛄🌲🌲⛄⛄🌲⛄⛄ to all ACE members 😁😁😁🎉🎉🎉🎉🎉🎉🎉 Love you guys 💐💖💖💖💖💖💖💖💖💖💖💖💖,view comment
Bella Downs,24/12/20 22:57:44,0,no,no,That’s like the best gift ever and I love it soo much Catherine looks really pretty in that,view comment
Lelu Lelenoa,24/12/20 22:57:44,0,no,no,I'm so early,view comment
Summer Joy Beaulieu,24/12/20 22:57:47,0,no,no,She has to take her mask of but he throws a fit over his hair.?? 🤔,view comment
Taffy Gray,24/12/20 22:57:53,0,no,no,You gave your wife a beautiful Christmas presents,view comment
Bella Downs,24/12/20 22:58:01,0,no,no,also so she looks not red at all,view comment
Kimberly Do,24/12/20 22:58:05,49,no,no,"HAHA MAMA, “That’s one of the best decisions you’ve made. One of the best purchases!” Catherine is so beautiful! I love the painting!",view comment
The Jazzy Show,24/12/20 22:58:06,0,no,no,Awww that’s a nice gift,view comment
shellviaaa,24/12/20 22:58:10,1,no,no,Elle admiring the photo of her mom is the cutest thing,view comment
Hanna Alzarouni,24/12/20 22:58:16,0,no,no,cuuuuute,view comment
Splash Zorbe,24/12/20 22:58:20,1,no,no,Merry Christmas Eve ❤️,view comment
Assalia Castillo,24/12/20 22:58:41,1,no,no,Merry Christmas,view comment
hermalinda baez,24/12/20 22:58:42,0,no,no,Damn near cried when i saw the girls admiring their mommas gift 😭😍😍,view comment
Delila Rodriguez,24/12/20 22:58:47,0,no,no,WASSUP I LOVE U ACE FAMILY UR THE BEST FAMILY LUV U GYSE  (merry christmas happy new year ) hopefully 20201 is better for u and me and for everyone (That is absolutely stunning!! You did a fantastic job Austin!!),view comment
• NurseNobody •,24/12/20 22:58:49,31,no,no,I hope if someone sees6 this they become a millionaire,view comment
Assalia Castillo,24/12/20 22:58:54,0,no,no,💜💙💜💙💜💙💜💙💜💙,view comment
xpinkroses21,24/12/20 22:58:58,1,no,no,"Who thinks Elle, Lai Lai, and Steel is cute?",view comment
Leeana Arenivar,24/12/20 22:59:03,0,no,no,I love Love Love your Christmas intro,view comment
Tiny Babe,24/12/20 22:59:06,0,no,no,Wow wow  just wow . This is so beautiful . He did that & more !!! 😍😍😍 one of the best videos you guys have done . That man is talented .,view comment
WeeTee Duo,24/12/20 22:59:14,38,no,no,What a masterpiece!,view comment
IT'S ME ANGIE V,24/12/20 22:59:18,253,no,no,"WOW LOOK AT EVERY SINGLE DETAIL OF CATHERINE ON THAT PAINTING ACE FAMILY. AND IF Y'ALL LOOKED CLOSELY CATHERINE'S LASHES LOOKED EXACTLY LIKE THAT. WOW!! AND HER WEDDING RING LOOKS SO REAL WHEN AUSTIN ZOOMED IN ON IT WOW!!! MAD PROPS TO  AND THE REACTION ON BOTH ELLE AND ALAIA "" MIKE DARGAS "" HE KILLED IT!  AND SO DID YOU AUSTIN. MERRY CHRISTmas GUY'S. LOVE Y'ALL ❤️",view comment
IT'S ME ANGIE V,26/12/20 02:55:20,0,no,no,@Mariam Jamal I AM SO SORRY SWEETIE I WASN'T TRYING TO SPOIL IT FOR YOU OR ANYONE ELSE. MERRY CHRISTmas. GOD BLESS YOU AND YOUR FAMILY ❤️,view comment
Mariam Jamal,26/12/20 02:21:53,0,no,no,@IT'S ME ANGIE V IDK I JUST SAW CAPITALS AND I READ IT HALF WAY🤡,view comment
J&N’s Simple Life,25/12/20 16:56:46,0,no,no,"Guys come show some love to our channel ❤️
        Subscribe watch & like new videos 
                        😊☺️😊☺️😊",view comment
IT'S ME ANGIE V,25/12/20 07:39:59,0,no,no,@Major Ball I'M SORRY BUT WITH ALL DO RESPECT SWEETIE WHY WOULD YOU READ THE COMMENTS BEFORE WATCHING THE ACE FAMILY VIDEO 🤦🤷,view comment
IT'S ME ANGIE V,25/12/20 07:39:45,1,no,no,@Mariam Jamal I'M SORRY BUT WITH ALL DO RESPECT SWEETIE WHY WOULD YOU READ THE COMMENTS BEFORE WATCHING THE ACE FAMILY VIDEO 🤦🤷,view comment
ITP P,24/12/20 22:59:19,0,no,no,My mouth is literally open. I can’t even believe it,view comment
Mariam Sheikh,24/12/20 22:59:19,0,no,no,Spepew,view comment
m,24/12/20 22:59:26,1,no,no,Ima jerk,view comment
Loremi Zamudio,24/12/20 22:59:28,1,no,no,Why did I think it was gonna be a dog?,view comment
Orliane Acosta,24/12/20 22:59:36,0,no,no,The drawing so ugly,view comment
Christina,24/12/20 22:59:40,0,no,no,omg wow so beautiful mommy artist 😍,view comment
Vlone Drizzy,24/12/20 22:59:43,0,no,no,0:48 you got to update that jacket to 17 time champions,view comment
Anthony Umeh,24/12/20 22:59:46,0,no,no,"NOW THIS IS WHAT I CALL A GIFT,WOW I ALMOST CRIED. 
IT WAS JUST BEAUTIFUL AND PERFECT ♥️♥️♥️😫",view comment
Leticia Soto,24/12/20 22:59:50,0,no,no,He’s soooo talented it came out amazing!!!,view comment
Ninachy Medina Cordero,24/12/20 22:59:50,0,no,no,Now you need art work like that of every child you have,view comment
Valerie Loureiro,24/12/20 22:59:52,0,no,no,THATS FREAKING DOPEEEEEEEEEE!!!!!,view comment
carina,24/12/20 22:59:56,1,no,no,idk if it’s just me but the painting of her right there looks like a museum,view comment
Maddie World,24/12/20 22:59:57,0,no,no,Omg,view comment
Yumna Lulat,24/12/20 22:59:58,0,no,no,ILYSM ACE FAM! catherine ur sooo beautiful and u've always been im saying dis bc i've heard alot of hate and stuff so plz dont be insecure have a great day! and don't let ppl's opinion bother u! and dat goes for everyone going through a rough time,view comment
Angel Vasquez,24/12/20 23:00:03,0,no,no,He deserves to be followed on Instagram 😲😲😲😲😲😲,view comment
Che Daughtry,24/12/20 23:00:10,30,no,no,She is literally so perfect Cathrines is so beautiful omg,view comment
Daniya Tashayyy,24/12/20 23:00:10,0,no,no,That’s gorgeous 🥺🥺,view comment
Aidyn Moerkerk,24/12/20 23:00:20,0,no,no,Aww  Austin u are supper sweet when it comes to ur wife and the girls and  i love u guys so much and merrychristmas to u and  keep  posting lit vids  lots of love from Canada 🇨🇦 ❤️❤️❤️❤️,view comment
S P,24/12/20 23:00:20,0,no,no,When they were doing the photo shoot I was hopping for this exposition. Good job Austin! This is generation wealth man.,view comment
Jayla_the_leo,24/12/20 23:00:53,0,no,no,First af all I love that Austin always try’s to comfort and love Catherine red face and all and second of all this is the first time we’ve seen Catharine’s mom,view comment
Brandi Boring,24/12/20 23:01:18,0,no,no,Amazing  Merry Christmas,view comment
ChuY -IA,24/12/20 23:01:20,0,no,no,12:37 guy in the background what he doing 👁👄👁,view comment
Maddie Scroger,24/12/20 23:51:56,0,no,no,"He’s recording Catherine’s reaction, that’s Austin’s uncle",view comment
Jessie Chandler,24/12/20 23:01:30,0,no,no,"That painting is mesmerizing, and its in the most perfect spot in the house ❤️ so amazing Austin!",view comment
Mia Cruz,24/12/20 23:01:36,0,no,no,The fact dah me nn Austin both said omg wtfc 😂😂.,view comment
Skylar Tylutke,24/12/20 23:01:50,0,no,no,so beautiful and unique,view comment
Sophie S,24/12/20 23:01:55,0,no,no,"Austin, u are genius! This is just perfect gift, I love u for this. Omg like seriously, u are the best, lots of love to Catherine.
Merry Christmas to you 🎄🎍
❤ U all.
💙🇪🇪",view comment
Jacky N David,24/12/20 23:01:58,0,no,no,You should do one for your mom,view comment
Live with Pootie,24/12/20 23:02:00,0,no,no,Ace family Merry Christmas and happy holidays,view comment
Mutia Rachmawati,24/12/20 23:02:01,0,no,no,ok i’m crying 😢 i hope that someday i can get something like this,view comment
patrice minto,24/12/20 23:02:04,0,no,no,Such a stunning piece of art! Austin’s mom said it’s the most sensible gift he’s bought 😂,view comment
Lee Fagan,24/12/20 23:02:10,1,no,no,Omggg I love it ❤️,view comment
Megan,24/12/20 23:02:10,1,no,no,Auditing and the ace fam are the best 😻😻😻😻 and I love his songs one and only and giddy up,view comment
Camila Paola,24/12/20 23:02:15,0,no,no,aw I cried! ITS BEAUTIFUL! its so freaking good! I haven't even seen her reaction yet but just the first time showing the picture I cried.,view comment
Vanessa Mendoza,24/12/20 23:02:18,0,no,no,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😭,view comment
ITP P,24/12/20 23:02:20,0,no,no,The girls reaction 😩🥰,view comment
John Pere,24/12/20 23:02:31,0,no,no,That art is beautiful gorgeous omg beautiful this is work of art beautiful,view comment
July,24/12/20 23:02:31,41,no,no,Now other YouTubers are going to hit him up 🙄,view comment
xoxo joss,25/12/20 00:32:37,1,no,no,Sooooooo ??????,view comment
Soul Chile,25/12/20 00:08:51,2,no,no,@July but everyone copies everyone. To be very honest someone has done this before them. Like no one is completely original to many people have been on this earth to long for originality anymore.,view comment
July,25/12/20 00:03:20,2,no,no,Because yes he’s really good I’ve been following him and I’ve never seen any other YouTubers asking him. And now they’ll want to copy the ace.,view comment
Soul Chile,25/12/20 00:01:25,3,no,no,But what’s the issue if they do 🙄,view comment
Shannan Weir,24/12/20 23:58:24,3,no,no,do you really think they’ll have the money tho😂😂,view comment
Megan,24/12/20 23:02:32,1,no,no,Those songs are on Spotify,view comment
Mila Stark,24/12/20 23:02:42,0,no,no,Omg please get paintings of everyone of the family!,view comment
Megan,24/12/20 23:02:43,1,no,no,Check them out,view comment
jAzLyNn MaRtInEz,24/12/20 23:02:58,1,no,no,Am I the only one who miss the old Christmas  intros ?,view comment
DeLeisa Vaught,24/12/20 23:03:09,0,no,no,Beautiful!  Good job Austin.  Merry Christmas.,view comment
Claudia Ashley,24/12/20 23:03:21,0,no,no,An awesome expression of your love ❤️,view comment
Mariama Barry,24/12/20 23:03:21,1,no,no,Omg this painting tho 🔥🔥🔥🔥🔥🔥🔥🔥🔥,view comment
Renad Khalid,24/12/20 23:03:48,0,no,no,I thought he got a tattoo with her name or face,view comment
Maddie Scroger,25/12/20 00:03:46,0,no,no,He already has tattoos of her eye and lips,view comment
Chloe Custance,24/12/20 23:03:50,0,no,no,Omg! It is beautiful 💕💕💕💕💕💕💕💕love it😊😊😊💕💕💕,view comment
summer funke,24/12/20 23:03:56,0,no,no,I love the painting,view comment
Skylar Belsher,24/12/20 23:03:58,0,no,no,omg I cried over the girls reaction. So pure so happy,view comment
Mariah Webster,24/12/20 23:04:06,0,no,no,😮 wow,view comment
christabel ofori,24/12/20 23:04:11,0,no,no,You should get one done of each of the girls and steel!,view comment
Michelle Quezada,24/12/20 23:04:18,0,no,no,He did such a good job lots of detail love it 😊,view comment
Tiffany Lobo,24/12/20 23:04:20,0,no,no,hi,view comment
Marc Vinyls,24/12/20 23:04:21,1,no,no,Fellas take notes 📝,view comment
EnderDragon,24/12/20 23:04:25,0,no,no,By far my most favorite video this year!!!!!!! Loved this so much!,view comment
Amanda Gallegos,24/12/20 23:04:30,0,no,no,OMG Catherine that is such a beautiful picture of you Austin you did a beautiful job capturing your beautiful wife 💕💕💕💕,view comment
BreAnna Hamilton,24/12/20 23:04:35,0,no,no,HEY ACE FAMILY!!!!!!!!!!! Merry Christmas and happy new year babe🥰❤️❤️❤️❤️🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄🎄,view comment
Gabrielle Brown,24/12/20 23:04:54,0,no,no,Awwwn,view comment
Rose Rengma,24/12/20 23:04:55,0,no,no,"Surprise for me even before I start watching the video. Comment sections be acting like wait what is ""spoiler alert "".
Merry Christmas Ace family.",view comment
Lovely Living,24/12/20 23:04:56,0,no,no,"Omg, this is insane! The best gift ever ❣️😳🎁",view comment
Briana Ruiz,24/12/20 23:04:57,0,no,no,Ommmmggggg that's just one bomb ass art 🎨!!😍😍✨ That's beautiful!!!  That was so sweet of Austin and meaningful! Love u guys!! Merry Christmas Eve❣️😂,view comment
that tween house LA,24/12/20 23:05:00,2,no,no,"People who never hated the ace family


👇
Wow thanks for all the likes",view comment
brenda o,24/12/20 23:05:12,0,no,no,this is so pure and perfect✨,view comment
Megan,24/12/20 23:05:24,0,no,no,Austin is so thoughtful ❤️,view comment
Dayna Montgomery,24/12/20 23:05:25,0,no,no,Wow speechless,view comment
Iris v,24/12/20 23:05:29,0,no,no,It ok Catherine your beautiful,view comment
Zacari Roland,24/12/20 23:05:29,0,no,no,I love the ace family 🤣😘,view comment
Janitza Benitez,24/12/20 23:05:32,0,no,no,OMG,view comment
M Squad,24/12/20 23:05:34,0,no,no,Elle is so smartt 💯 and she talks sooooo good,view comment
Tiffany Young,24/12/20 23:05:36,0,no,no,Awwwwwesome Austin😍😍😍😍😍😍😍😍,view comment
Fatma Nura,24/12/20 23:05:39,0,no,no,Sooooo beautiful 😍😍😍,view comment
Tonya Wheelton,24/12/20 23:06:08,0,no,no,"*wow...Austin really gets the best of the best... *
$twheelton40",view comment
Lawrence Kamilo,24/12/20 23:06:11,0,no,no,Merry christmas ace family love you guys and God Bless❤,view comment
brenda o,24/12/20 23:06:21,0,no,no,so much talent in the artist and beauty in the muse✨,view comment
Zariaa,24/12/20 23:06:27,0,no,no,When i saw it I started to tear up! The details.. I—— wowww,view comment
Delila Rodriguez,24/12/20 23:06:28,0,no,no,"Austin: I'm bad at getting gifts 
me:are u kidding!!! U give her all everything she wants.I would not  afford anything  so expensive or pretty",view comment
Sabrina Viau,24/12/20 23:06:28,54,no,no,I didn’t know it was a painting I thought he added details to the To the photo he took he is an amazing artist,view comment
The Curri’s Corner,25/12/20 00:41:55,0,no,no,"Yes. It’s very beautiful.
*My goal is to get to 1k sub*
Can you help me get there please! Thank you 😊 
God Bless you🙏!!!",view comment
Ardell Johnson,24/12/20 23:06:29,0,no,no,"Breath taking so Beautiful great job Austin, Merry Christmas Ace Family ❤❤❤",view comment
zoë,24/12/20 23:06:41,2,no,no,this is actually such a thoughful gift and its so beautiful!!!,view comment
2 2,24/12/20 23:06:44,0,no,no,thumbs up if u think the artist did amazing!! he deserves it,view comment
Amanda Grine,24/12/20 23:06:44,0,no,no,Love that Lakers Jacket 🤗 Beautiful art work 👌  Awesome,view comment
Dorotea Batina,24/12/20 23:06:45,0,no,no,15:12 she tought its real honey 😂 OMG i love it!!!! So beautiful! ❤❤❤,view comment
Kathy Bryla,24/12/20 23:06:46,0,no,no,Its  beatuiful   just  like  you  katherine   merry  Christmas,view comment
Kid Cannabis,24/12/20 23:06:47,1,no,no,Catherine dirty asf now 12:15,view comment
Tharsis Naara,24/12/20 23:06:57,0,no,no,Being able to create something like this... now that’s talent.,view comment
Jetaime Moses,24/12/20 23:06:59,0,no,no,Catherine your so beautiful,view comment
chris Turrubiartes,24/12/20 23:07:03,0,no,no,It’s gonna be great to see these kids grow up😁😁😁,view comment
Ava Grace,24/12/20 23:07:05,0,no,no,heyy!! how are y’all?! well just want to let you know that i came from messages! also that i love you guys so much and your such an inspiration!!❤️,view comment
Lex Valencia,24/12/20 23:07:06,2,no,no,Wow.. just wowwwww. That painting is absolutely beautiful!!! Catherine is literally just so stunning it’s insane. Her reaction was sooo cute!!!! 🥺❤️❤️ merry Christmas guys,view comment
Jorge Castaneda,24/12/20 23:07:09,0,no,no,Man im speechless that artist killed it i wish i could make something like that that is sooo beautiful man that artist is sooo good🤙🤙🤙👏👏👏,view comment
Victoria’s Channel,24/12/20 23:07:11,0,no,no,So beautiful,view comment
Aniya Johnson,24/12/20 23:07:16,0,no,no,HEY ACE FAMILY I LOVE YOU GUYS SO MICH ALL INWANT FOR CHRISTMAS IS A SHOUT-OUT FROM YOU GUYS I MAY NOT BE YOUR BIGGEST FAN BUT I REALLY LOVE YOU GUYS ( PLEASE NOTICE),view comment
Rania Tariq,24/12/20 23:07:18,0,no,no,I love the ace family❤️ This video was so cute💕 Catherine is so beautiful!!!!,view comment
Marli Calata,24/12/20 23:07:21,0,no,no,Now I want a painting like that. I also want to say Catherine you look amazing girl.,view comment
Divona Mcmillan,24/12/20 23:07:24,0,no,no,His work is extraordinary 🔥🔥🔥🔥❤️❤️❤️wow amazing,view comment
Hillina Wallen,24/12/20 23:07:27,0,no,no,Lailai reaction made me Cary “ mama mama “ohh so cute,view comment
Richard Carillo,24/12/20 23:07:35,1,no,no,"I am a big big big big big big big big fan
Ok",view comment
Joel Zapeta,24/12/20 23:07:43,0,no,no,Its funny that the editor turned mil to k,view comment
TheRealJada Watson,24/12/20 23:07:48,0,no,no,I love it 😩 you really out did yourself you put thought into that omg ☺️☺️☺️,view comment
Hero,24/12/20 23:07:51,0,no,no,That artist is super good,view comment
Brenda Phillips,24/12/20 23:07:53,0,no,no,"Wow it looks like a picture  instead of a painting, it's absolutely beautiful, he did an amazing job. 😍🥰",view comment
George Gaming,24/12/20 23:07:53,0,no,no,12:34 man wants a sneak peek of Catherine 🚫🧢 👀😂,view comment
Maddie Scroger,24/12/20 23:56:35,0,no,no,That’s Austin’s uncle... don’t be weird,view comment
Sanchita Barrett,24/12/20 23:07:59,0,no,no,This really left me speechless.. Amazing.. Oh my god,view comment
ROBLOX GIRL,24/12/20 23:08:01,0,no,no,Elle  looked like she was leaving at 14:37,view comment
Linda Bishop,24/12/20 23:08:07,0,no,no,So beautiful,view comment
Raufir Tasbiha,24/12/20 23:08:09,0,no,no,I love them so much! Who was here from day one!,view comment
Jacob Urban,24/12/20 23:08:12,0,no,no,I am one of you guys as a ace family member,view comment
Yashpreet Kaur,24/12/20 23:08:14,0,no,no,Wowo wowo wowoowow...❣❣ this iss sooo beautiful...best gift....❤❤❤🙌🏻🙌🏻🙌🏻🙌🏻,view comment
Hailey Keelen,24/12/20 23:08:21,1,no,no,First off Catherine’s mother is BEAUTIFUL....second that’s such an amazing and lovely gift💞.,view comment
Lucero Gutierrez,24/12/20 23:08:24,0,no,no,Wooow that is amazing 🤩 Merry Christmas Ace Familyyyyyyyyy,view comment
Ellen Wood,24/12/20 23:08:29,0,no,no,That was so thoughtful Austin xx,view comment
Krystal Rivera,24/12/20 23:08:46,0,no,no,Speechless! Most beautiful gift! Good job Austin!❤️😍,view comment
diana Mccarta,24/12/20 23:08:48,0,no,no,Loved it🥰,view comment
Kayla Kmecik,24/12/20 23:08:55,0,no,no,I love you Ace Family!!!!!!!!,view comment
Krista Onneflod,24/12/20 23:08:55,0,no,no,that man is jesus himself,view comment
Cynthia Delgado,24/12/20 23:09:00,0,no,no,Hey ace familaayyyyy!,view comment
Maritza Huerta,24/12/20 23:09:00,0,no,no,"Wow the details in the painting are incredible he’s so talented, Catherine is so beautiful 🤍",view comment
Yanique Peterkin,24/12/20 23:09:01,1,no,no,Who thinks that Catherine is pretty,view comment
Charlotte Christenson,24/12/20 23:09:10,0,no,no,"Omg 😱 she is Beautiful,her eyes are amazing!!!! Marry Christmas 🎄",view comment
iloveulta2,24/12/20 23:09:11,0,no,no,"I mean for her beauty room, or maybe for her new facial company maybe, but in the living room?....that's pretty creepy to me...I'd feel weird walking into my living room and my big ol face is up on the wall  LOL!!...she is beautiful though.",view comment
We’re The Lopez’s,24/12/20 23:09:12,0,no,no,I love art like that so realistic so beautiful ✨,view comment
ashley atwell,24/12/20 23:09:12,0,no,no,I love you guys so so much,view comment
zoya feroz,24/12/20 23:09:14,0,no,no,elle is so cute whatt (early) :),view comment
OnlyNaj,24/12/20 23:09:15,0,no,no,That gift is soo beautiful!!!!! 😻♥️,view comment
Haley Depina-Holmes,24/12/20 23:09:22,0,no,no,Love u all ace fam,view comment
leny caniz,24/12/20 23:09:26,0,no,no,ohhh so cute Ace Family,view comment
Samantha Dalke,24/12/20 23:09:29,0,no,no,Jesus loves whoever’s reading this,view comment
John Garcia,24/12/20 23:09:40,386,no,no,Next year Austin Is probably going to make a statue of her lmao,view comment
Jasmine Riel,26/12/20 07:43:08,0,no,no,Who else thinks it would be better if it was of the kids instead,view comment
The Curri’s Corner,25/12/20 00:41:32,0,no,no,"😂😂😂 for real! It gets better every year. 
*My goal is to get to 1k sub*
Can you help me get there please! Thank you 😊 
God Bless you🙏!!!",view comment
Chikondi Sane,25/12/20 00:13:27,0,no,no,I would want that,view comment
Jynelle Contreras,24/12/20 23:50:29,9,no,no,I wouldn’t be surprised if he did that😂,view comment
jamiya williamson,24/12/20 23:35:04,6,no,no,Omg 😍 that would be cool,view comment
b,24/12/20 23:09:48,3,no,no,Wow. That painting is so gorgeous. Catherine looks so beautiful!,view comment
Elba Jarquin,24/12/20 23:09:56,0,no,no,Awwwww so cute,view comment
A mermaid,24/12/20 23:09:59,0,no,no,I'm just looking at that house love the black and white theme!,view comment
Shaquille Giles,24/12/20 23:10:04,0,no,no,Im a huge fan of the ace family u guys inspire me and I'm having a lol family of my own yous are the best much love ACE FAMILY,view comment
Katy Hdz,24/12/20 23:10:11,0,no,no,Wow 😯,view comment
Najee Vazquez,24/12/20 23:10:13,0,no,no,💙,view comment
Nicole essy,24/12/20 23:10:15,0,no,no,"ωнσ ιѕ нєяє ση ¢няιѕтмαѕ ...., αηуωαуѕ αυѕтιη ηєνєя ƒαιℓѕ тσ ιмρяєѕѕ мє ση тнє ωнαт'ѕ gσιηg ση єνєяувσ∂у",view comment
FaZola,24/12/20 23:10:18,0,no,no,Iwonder ..wht iwas the problem of the red color of  catherine's face ????? ...,view comment
Celiva_ vibez,24/12/20 23:10:25,6,no,no,LOL HE THREW THE MASK 😭😂,view comment
Joselynn Meza-Pocasangre,24/12/20 23:10:25,0,no,no,SO DOPE!,view comment
ma nou,24/12/20 23:10:33,0,no,no,This is the best gift omg,view comment
Avan Mingle,24/12/20 23:10:34,0,no,no,I love y’all soo much❤️🥺 Merry Christmas❤️🎄,view comment
Cooking with Carel,24/12/20 23:10:40,0,no,no,This is a very amazing surprise! it looks expensive too!,view comment
Victory_Secret Lol,24/12/20 23:10:40,0,no,no,Hi austin,view comment
Adeeb Gaibie,24/12/20 23:10:46,0,no,no,The girls nearly touching the painting giving me anxiety,view comment
Kelley Stauble,24/12/20 23:10:52,0,no,no,Gorgeous🌸❤️,view comment
Kierra Cowan,24/12/20 23:10:56,0,no,no,This was sooo beautiful!!,view comment
Sidra Jetham,24/12/20 23:10:56,65,no,no,When Austin said thats worth more then a car 😂😳!!!,view comment
Jade Tiffany,24/12/20 23:11:00,5,no,no,This has got to be the fucking best Christmas present Austin! I’m so happy Catherine and the next generations there after. Wow they’re gonna have something to look at forever 💖😭,view comment
Zahra A,24/12/20 23:11:00,0,no,no,"Okay, but like this is so Beautiful! Catherine's reaction honestly just made it so much better! LOVEEEEEEE❤️❤️❤️❤️",view comment
Patricia Asmodikromo,24/12/20 23:11:10,0,no,no,Alaia is so cute,view comment
evelyne b,24/12/20 23:11:14,0,no,no,Very Beautiful! speechless 😍,view comment
Kate Morales,24/12/20 23:11:16,0,no,no,Elle at 14:37 said ✌🏼I’m outta here,view comment
Malachi Preston,24/12/20 23:11:18,0,no,no,IMMMM A PART OF THE FAMMMMM,view comment
Indiphile Manxiwa,24/12/20 23:11:22,0,no,no,Oh my goodnesssss😍😍😍😍,view comment
Antonisha Lewis,24/12/20 23:11:24,0,no,no,CASHAPP NEZHAL if y’all feelin generous and would like to bless someone this holiday season 😉😊😊💙💙💙,view comment
NCL Draco,24/12/20 23:11:27,0,no,no,Can you subscribe to me please I’m posting tomorrow at a special place I’m a blogger and review person so stay tune,view comment
It’s Your Destiny,24/12/20 23:11:33,0,no,no,Merry Christmas Ace Family! Wishing you a safe and healthy 2021. 🙏🏼,view comment
Maddie Lewis,24/12/20 23:11:35,0,no,no,Austin is such a good husband,view comment
